Year,State,CoC Number,Measures,Count
1/1/15,WA,WA-500,Homeless Veterans,608
1/1/15,WA,WA-500,Parenting Youth (Under 25),140
1/1/15,WA,WA-500,Parenting Youth Age 18-24,135
1/1/15,WA,WA-500,Parenting Youth Under 18,5
1/1/15,WA,WA-500,Sheltered Children of Parenting Youth,149
1/1/15,WA,WA-500,Sheltered Chronically Homeless,472
1/1/15,WA,WA-500,Sheltered Chronically Homeless Individuals,461
1/1/15,WA,WA-500,Sheltered Chronically Homeless People in Families,11
1/1/15,WA,WA-500,Sheltered Homeless,"6,319"
1/1/15,WA,WA-500,Sheltered Homeless Individuals,"3,281"
1/1/15,WA,WA-500,Sheltered Homeless People in Families,"3,038"
1/1/15,WA,WA-500,Sheltered Homeless Unaccompanied Children (Under 18),11
1/1/15,WA,WA-500,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),302
1/1/15,WA,WA-500,Sheltered Homeless Unaccompanied Youth (Under 25),313
1/1/15,WA,WA-500,Sheltered Homeless Veterans,499
1/1/15,WA,WA-500,Sheltered Parenting Youth (Under 25),140
1/1/15,WA,WA-500,Sheltered Parenting Youth Age 18-24,135
1/1/15,WA,WA-500,Sheltered Parenting Youth Under 18,5
1/1/15,WA,WA-500,Total Homeless,"10,122"
1/1/15,WA,WA-500,Unsheltered Children of Parenting Youth,0
1/1/15,WA,WA-500,Unsheltered Chronically Homeless,351
1/1/15,WA,WA-500,Unsheltered Chronically Homeless Individuals,351
1/1/15,WA,WA-500,Unsheltered Chronically Homeless People in Families,0
1/1/15,WA,WA-500,Unsheltered Homeless,"3,803"
1/1/15,WA,WA-500,Unsheltered Homeless Individuals,"3,772"
1/1/15,WA,WA-500,Unsheltered Homeless People in Families,31
1/1/15,WA,WA-500,Unsheltered Homeless Unaccompanied Children (Under 18),31
1/1/15,WA,WA-500,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),357
1/1/15,WA,WA-500,Unsheltered Homeless Unaccompanied Youth (Under 25),388
1/1/15,WA,WA-500,Unsheltered Homeless Veterans,109
1/1/15,WA,WA-500,Unsheltered Parenting Youth (Under 25),0
1/1/15,WA,WA-500,Unsheltered Parenting Youth Age 18-24,0
1/1/15,WA,WA-500,Unsheltered Parenting Youth Under 18,0
1/1/15,WA,WA-501,Children of Parenting Youth,104
1/1/15,WA,WA-501,Chronically Homeless,894
1/1/15,WA,WA-501,Chronically Homeless Individuals,763
1/1/15,WA,WA-501,Chronically Homeless People in Families,131
1/1/15,WA,WA-501,Homeless Individuals,"2,910"
1/1/15,WA,WA-501,Homeless People in Families,"2,041"
1/1/15,WA,WA-501,Homeless Unaccompanied Children (Under 18),48
1/1/15,WA,WA-501,Homeless Unaccompanied Young Adults (Age 18-24),284
1/1/15,WA,WA-501,Homeless Unaccompanied Youth (Under 25),332
1/1/15,WA,WA-501,Homeless Veterans,323
1/1/15,WA,WA-501,Parenting Youth (Under 25),92
1/1/15,WA,WA-501,Parenting Youth Age 18-24,91
1/1/15,WA,WA-501,Parenting Youth Under 18,1
1/1/15,WA,WA-501,Sheltered Children of Parenting Youth,97
1/1/15,WA,WA-501,Sheltered Chronically Homeless,203
1/1/15,WA,WA-501,Sheltered Chronically Homeless Individuals,152
1/1/15,WA,WA-501,Sheltered Chronically Homeless People in Families,51
1/1/15,WA,WA-501,Sheltered Homeless,"2,696"
1/1/15,WA,WA-501,Sheltered Homeless Individuals,"1,256"
1/1/15,WA,WA-501,Sheltered Homeless People in Families,"1,440"
1/1/15,WA,WA-501,Sheltered Homeless Unaccompanied Children (Under 18),30
1/1/15,WA,WA-501,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),147
1/1/15,WA,WA-501,Sheltered Homeless Unaccompanied Youth (Under 25),177
1/1/15,WA,WA-501,Sheltered Homeless Veterans,158
1/1/15,WA,WA-501,Sheltered Parenting Youth (Under 25),79
1/1/15,WA,WA-501,Sheltered Parenting Youth Age 18-24,79
1/1/15,WA,WA-501,Sheltered Parenting Youth Under 18,0
1/1/15,WA,WA-501,Total Homeless,"4,951"
1/1/15,WA,WA-501,Unsheltered Children of Parenting Youth,7
1/1/15,WA,WA-501,Unsheltered Chronically Homeless,691
1/1/15,WA,WA-501,Unsheltered Chronically Homeless Individuals,611
1/1/15,WA,WA-501,Unsheltered Chronically Homeless People in Families,80
1/1/15,WA,WA-501,Unsheltered Homeless,"2,255"
1/1/15,WA,WA-501,Unsheltered Homeless Individuals,"1,654"
1/1/15,WA,WA-501,Unsheltered Homeless People in Families,601
1/1/15,WA,WA-501,Unsheltered Homeless Unaccompanied Children (Under 18),18
1/1/15,WA,WA-501,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),137
1/1/15,WA,WA-501,Unsheltered Homeless Unaccompanied Youth (Under 25),155
1/1/15,WA,WA-501,Unsheltered Homeless Veterans,165
1/1/15,WA,WA-501,Unsheltered Parenting Youth (Under 25),13
1/1/15,WA,WA-501,Unsheltered Parenting Youth Age 18-24,12
1/1/15,WA,WA-501,Unsheltered Parenting Youth Under 18,1
1/1/15,WA,WA-502,Children of Parenting Youth,20
1/1/15,WA,WA-502,Chronically Homeless,219
1/1/15,WA,WA-502,Chronically Homeless Individuals,198
1/1/15,WA,WA-502,Chronically Homeless People in Families,21
1/1/15,WA,WA-502,Homeless Individuals,652
1/1/15,WA,WA-502,Homeless People in Families,382
1/1/15,WA,WA-502,Homeless Unaccompanied Children (Under 18),15
1/1/15,WA,WA-502,Homeless Unaccompanied Young Adults (Age 18-24),53
1/1/15,WA,WA-502,Homeless Unaccompanied Youth (Under 25),68
1/1/15,WA,WA-502,Homeless Veterans,101
1/1/15,WA,WA-502,Parenting Youth (Under 25),16
1/1/15,WA,WA-502,Parenting Youth Age 18-24,15
1/1/15,WA,WA-502,Parenting Youth Under 18,1
1/1/15,WA,WA-502,Sheltered Children of Parenting Youth,20
1/1/15,WA,WA-502,Sheltered Chronically Homeless,156
1/1/15,WA,WA-502,Sheltered Chronically Homeless Individuals,135
1/1/15,WA,WA-502,Sheltered Chronically Homeless People in Families,21
1/1/15,WA,WA-502,Sheltered Homeless,902
1/1/15,WA,WA-502,Sheltered Homeless Individuals,536
1/1/15,WA,WA-502,Sheltered Homeless People in Families,366
1/1/15,WA,WA-502,Sheltered Homeless Unaccompanied Children (Under 18),14
1/1/15,WA,WA-502,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),41
1/1/15,WA,WA-502,Sheltered Homeless Unaccompanied Youth (Under 25),55
1/1/15,WA,WA-502,Sheltered Homeless Veterans,91
1/1/15,WA,WA-502,Sheltered Parenting Youth (Under 25),16
1/1/15,WA,WA-502,Sheltered Parenting Youth Age 18-24,15
1/1/15,WA,WA-502,Sheltered Parenting Youth Under 18,1
1/1/15,WA,WA-502,Total Homeless,"1,034"
1/1/15,WA,WA-502,Unsheltered Children of Parenting Youth,0
1/1/15,WA,WA-502,Unsheltered Chronically Homeless,63
1/1/15,WA,WA-502,Unsheltered Chronically Homeless Individuals,63
1/1/15,WA,WA-502,Unsheltered Chronically Homeless People in Families,0
1/1/15,WA,WA-502,Unsheltered Homeless,132
1/1/15,WA,WA-502,Unsheltered Homeless Individuals,116
1/1/15,WA,WA-502,Unsheltered Homeless People in Families,16
1/1/15,WA,WA-502,Unsheltered Homeless Unaccompanied Children (Under 18),1
1/1/15,WA,WA-502,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),12
1/1/15,WA,WA-502,Unsheltered Homeless Unaccompanied Youth (Under 25),13
1/1/15,WA,WA-502,Unsheltered Homeless Veterans,10
1/1/15,WA,WA-502,Unsheltered Parenting Youth (Under 25),0
1/1/15,WA,WA-502,Unsheltered Parenting Youth Age 18-24,0
1/1/15,WA,WA-502,Unsheltered Parenting Youth Under 18,0
1/1/15,WA,WA-503,Children of Parenting Youth,37
1/1/15,WA,WA-503,Chronically Homeless,202
1/1/15,WA,WA-503,Chronically Homeless Individuals,191
1/1/15,WA,WA-503,Chronically Homeless People in Families,11
1/1/15,WA,WA-503,Homeless Individuals,762
1/1/15,WA,WA-503,Homeless People in Families,521
1/1/15,WA,WA-503,Homeless Unaccompanied Children (Under 18),5
1/1/15,WA,WA-503,Homeless Unaccompanied Young Adults (Age 18-24),84
1/1/15,WA,WA-503,Homeless Unaccompanied Youth (Under 25),89
1/1/15,WA,WA-503,Homeless Veterans,138
1/1/15,WA,WA-503,Parenting Youth (Under 25),25
1/1/15,WA,WA-503,Parenting Youth Age 18-24,25
1/1/15,WA,WA-503,Parenting Youth Under 18,0
1/1/15,WA,WA-503,Sheltered Children of Parenting Youth,37
1/1/15,WA,WA-503,Sheltered Chronically Homeless,69
1/1/15,WA,WA-503,Sheltered Chronically Homeless Individuals,61
1/1/15,WA,WA-503,Sheltered Chronically Homeless People in Families,8
1/1/15,WA,WA-503,Sheltered Homeless,942
1/1/15,WA,WA-503,Sheltered Homeless Individuals,460
1/1/15,WA,WA-503,Sheltered Homeless People in Families,482
1/1/15,WA,WA-503,Sheltered Homeless Unaccompanied Children (Under 18),4
1/1/15,WA,WA-503,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),64
1/1/15,WA,WA-503,Sheltered Homeless Unaccompanied Youth (Under 25),68
1/1/15,WA,WA-503,Sheltered Homeless Veterans,60
1/1/15,WA,WA-503,Sheltered Parenting Youth (Under 25),25
1/1/15,WA,WA-503,Sheltered Parenting Youth Age 18-24,25
1/1/15,WA,WA-503,Sheltered Parenting Youth Under 18,0
1/1/15,WA,WA-503,Total Homeless,"1,283"
1/1/15,WA,WA-503,Unsheltered Children of Parenting Youth,0
1/1/15,WA,WA-503,Unsheltered Chronically Homeless,133
1/1/15,WA,WA-503,Unsheltered Chronically Homeless Individuals,130
1/1/15,WA,WA-503,Unsheltered Chronically Homeless People in Families,3
1/1/15,WA,WA-503,Unsheltered Homeless,341
1/1/15,WA,WA-503,Unsheltered Homeless Individuals,302
1/1/15,WA,WA-503,Unsheltered Homeless People in Families,39
1/1/15,WA,WA-503,Unsheltered Homeless Unaccompanied Children (Under 18),1
1/1/15,WA,WA-503,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),20
1/1/15,WA,WA-503,Unsheltered Homeless Unaccompanied Youth (Under 25),21
1/1/15,WA,WA-503,Unsheltered Homeless Veterans,78
1/1/15,WA,WA-503,Unsheltered Parenting Youth (Under 25),0
1/1/15,WA,WA-503,Unsheltered Parenting Youth Age 18-24,0
1/1/15,WA,WA-503,Unsheltered Parenting Youth Under 18,0
1/1/15,WA,WA-504,Children of Parenting Youth,21
1/1/15,WA,WA-504,Chronically Homeless,160
1/1/15,WA,WA-504,Chronically Homeless Individuals,144
1/1/15,WA,WA-504,Chronically Homeless People in Families,16
1/1/15,WA,WA-504,Homeless Individuals,598
1/1/15,WA,WA-504,Homeless People in Families,231
1/1/15,WA,WA-504,Homeless Unaccompanied Children (Under 18),26
1/1/15,WA,WA-504,Homeless Unaccompanied Young Adults (Age 18-24),62
1/1/15,WA,WA-504,Homeless Unaccompanied Youth (Under 25),88
1/1/15,WA,WA-504,Homeless Veterans,64
1/1/15,WA,WA-504,Parenting Youth (Under 25),18
1/1/15,WA,WA-504,Parenting Youth Age 18-24,15
1/1/15,WA,WA-504,Parenting Youth Under 18,3
1/1/15,WA,WA-504,Sheltered Children of Parenting Youth,19
1/1/15,WA,WA-504,Sheltered Chronically Homeless,19
1/1/15,WA,WA-504,Sheltered Chronically Homeless Individuals,15
1/1/15,WA,WA-504,Sheltered Chronically Homeless People in Families,4
1/1/15,WA,WA-504,Sheltered Homeless,517
1/1/15,WA,WA-504,Sheltered Homeless Individuals,302
1/1/15,WA,WA-504,Sheltered Homeless People in Families,215
1/1/15,WA,WA-504,Sheltered Homeless Unaccompanied Children (Under 18),24
1/1/15,WA,WA-504,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),29
1/1/15,WA,WA-504,Sheltered Homeless Unaccompanied Youth (Under 25),53
1/1/15,WA,WA-504,Sheltered Homeless Veterans,32
1/1/15,WA,WA-504,Sheltered Parenting Youth (Under 25),17
1/1/15,WA,WA-504,Sheltered Parenting Youth Age 18-24,14
1/1/15,WA,WA-504,Sheltered Parenting Youth Under 18,3
1/1/15,WA,WA-504,Total Homeless,829
1/1/15,WA,WA-504,Unsheltered Children of Parenting Youth,2
1/1/15,WA,WA-504,Unsheltered Chronically Homeless,141
1/1/15,WA,WA-504,Unsheltered Chronically Homeless Individuals,129
1/1/15,WA,WA-504,Unsheltered Chronically Homeless People in Families,12
1/1/15,WA,WA-504,Unsheltered Homeless,312
1/1/15,WA,WA-504,Unsheltered Homeless Individuals,296
1/1/15,WA,WA-504,Unsheltered Homeless People in Families,16
1/1/15,WA,WA-504,Unsheltered Homeless Unaccompanied Children (Under 18),2
1/1/15,WA,WA-504,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),33
1/1/15,WA,WA-504,Unsheltered Homeless Unaccompanied Youth (Under 25),35
1/1/15,WA,WA-504,Unsheltered Homeless Veterans,32
1/1/15,WA,WA-504,Unsheltered Parenting Youth (Under 25),1
1/1/15,WA,WA-504,Unsheltered Parenting Youth Age 18-24,1
1/1/15,WA,WA-504,Unsheltered Parenting Youth Under 18,0
1/1/15,WA,WA-507,Children of Parenting Youth,15
1/1/15,WA,WA-507,Chronically Homeless,81
1/1/15,WA,WA-507,Chronically Homeless Individuals,72
1/1/15,WA,WA-507,Chronically Homeless People in Families,9
1/1/15,WA,WA-507,Homeless Individuals,251
1/1/15,WA,WA-507,Homeless People in Families,287
1/1/15,WA,WA-507,Homeless Unaccompanied Children (Under 18),1
1/1/15,WA,WA-507,Homeless Unaccompanied Young Adults (Age 18-24),18
1/1/15,WA,WA-507,Homeless Unaccompanied Youth (Under 25),19
1/1/15,WA,WA-507,Homeless Veterans,27
1/1/15,WA,WA-507,Parenting Youth (Under 25),10
1/1/15,WA,WA-507,Parenting Youth Age 18-24,10
1/1/15,WA,WA-507,Parenting Youth Under 18,0
1/1/15,WA,WA-507,Sheltered Children of Parenting Youth,15
1/1/15,WA,WA-507,Sheltered Chronically Homeless,55
1/1/15,WA,WA-507,Sheltered Chronically Homeless Individuals,46
1/1/15,WA,WA-507,Sheltered Chronically Homeless People in Families,9
1/1/15,WA,WA-507,Sheltered Homeless,466
1/1/15,WA,WA-507,Sheltered Homeless Individuals,179
1/1/15,WA,WA-507,Sheltered Homeless People in Families,287
1/1/15,WA,WA-507,Sheltered Homeless Unaccompanied Children (Under 18),0
1/1/15,WA,WA-507,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),11
1/1/15,WA,WA-507,Sheltered Homeless Unaccompanied Youth (Under 25),11
1/1/15,WA,WA-507,Sheltered Homeless Veterans,22
1/1/15,WA,WA-507,Sheltered Parenting Youth (Under 25),10
1/1/15,WA,WA-507,Sheltered Parenting Youth Age 18-24,10
1/1/15,WA,WA-507,Sheltered Parenting Youth Under 18,0
1/1/15,WA,WA-507,Total Homeless,538
1/1/15,WA,WA-507,Unsheltered Children of Parenting Youth,0
1/1/15,WA,WA-507,Unsheltered Chronically Homeless,26
1/1/15,WA,WA-507,Unsheltered Chronically Homeless Individuals,26
1/1/15,WA,WA-507,Unsheltered Chronically Homeless People in Families,0
1/1/15,WA,WA-507,Unsheltered Homeless,72
1/1/15,WA,WA-507,Unsheltered Homeless Individuals,72
1/1/15,WA,WA-507,Unsheltered Homeless People in Families,0
1/1/15,WA,WA-507,Unsheltered Homeless Unaccompanied Children (Under 18),1
1/1/15,WA,WA-507,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),7
1/1/15,WA,WA-507,Unsheltered Homeless Unaccompanied Youth (Under 25),8
1/1/15,WA,WA-507,Unsheltered Homeless Veterans,5
1/1/15,WA,WA-507,Unsheltered Parenting Youth (Under 25),0
1/1/15,WA,WA-507,Unsheltered Parenting Youth Age 18-24,0
1/1/15,WA,WA-507,Unsheltered Parenting Youth Under 18,0
1/1/15,WA,WA-508,Children of Parenting Youth,5
1/1/15,WA,WA-508,Chronically Homeless,103
1/1/15,WA,WA-508,Chronically Homeless Individuals,81
1/1/15,WA,WA-508,Chronically Homeless People in Families,22
1/1/15,WA,WA-508,Homeless Individuals,300
1/1/15,WA,WA-508,Homeless People in Families,362
1/1/15,WA,WA-508,Homeless Unaccompanied Children (Under 18),17
1/1/15,WA,WA-508,Homeless Unaccompanied Young Adults (Age 18-24),27
1/1/15,WA,WA-508,Homeless Unaccompanied Youth (Under 25),44
1/1/15,WA,WA-508,Homeless Veterans,32
1/1/15,WA,WA-508,Parenting Youth (Under 25),9
1/1/15,WA,WA-508,Parenting Youth Age 18-24,7
1/1/15,WA,WA-508,Parenting Youth Under 18,2
1/1/15,WA,WA-508,Sheltered Children of Parenting Youth,5
1/1/15,WA,WA-508,Sheltered Chronically Homeless,53
1/1/15,WA,WA-508,Sheltered Chronically Homeless Individuals,38
1/1/15,WA,WA-508,Sheltered Chronically Homeless People in Families,15
1/1/15,WA,WA-508,Sheltered Homeless,456
1/1/15,WA,WA-508,Sheltered Homeless Individuals,186
1/1/15,WA,WA-508,Sheltered Homeless People in Families,270
1/1/15,WA,WA-508,Sheltered Homeless Unaccompanied Children (Under 18),8
1/1/15,WA,WA-508,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),15
1/1/15,WA,WA-508,Sheltered Homeless Unaccompanied Youth (Under 25),23
1/1/15,WA,WA-508,Sheltered Homeless Veterans,24
1/1/15,WA,WA-508,Sheltered Parenting Youth (Under 25),9
1/1/15,WA,WA-508,Sheltered Parenting Youth Age 18-24,7
1/1/15,WA,WA-508,Sheltered Parenting Youth Under 18,2
1/1/15,WA,WA-508,Total Homeless,662
1/1/15,WA,WA-508,Unsheltered Children of Parenting Youth,0
1/1/15,WA,WA-508,Unsheltered Chronically Homeless,50
1/1/15,WA,WA-508,Unsheltered Chronically Homeless Individuals,43
1/1/15,WA,WA-508,Unsheltered Chronically Homeless People in Families,7
1/1/15,WA,WA-508,Unsheltered Homeless,206
1/1/15,WA,WA-508,Unsheltered Homeless Individuals,114
1/1/15,WA,WA-508,Unsheltered Homeless People in Families,92
1/1/15,WA,WA-508,Unsheltered Homeless Unaccompanied Children (Under 18),9
1/1/15,WA,WA-508,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),12
1/1/15,WA,WA-508,Unsheltered Homeless Unaccompanied Youth (Under 25),21
1/1/15,WA,WA-508,Unsheltered Homeless Veterans,8
1/1/15,WA,WA-508,Unsheltered Parenting Youth (Under 25),0
1/1/15,WA,WA-508,Unsheltered Parenting Youth Age 18-24,0
1/1/15,WA,WA-508,Unsheltered Parenting Youth Under 18,0
1/1/15,WI,WI-500,Children of Parenting Youth,170
1/1/15,WI,WI-500,Chronically Homeless,238
1/1/15,WI,WI-500,Chronically Homeless Individuals,165
1/1/15,WI,WI-500,Chronically Homeless People in Families,73
1/1/15,WI,WI-500,Homeless Individuals,"1,495"
1/1/15,WI,WI-500,Homeless People in Families,"2,102"
1/1/15,WI,WI-500,Homeless Unaccompanied Children (Under 18),0
1/1/15,WI,WI-500,Homeless Unaccompanied Young Adults (Age 18-24),173
1/1/15,WI,WI-500,Homeless Unaccompanied Youth (Under 25),173
1/1/15,WI,WI-500,Homeless Veterans,246
1/1/15,WI,WI-500,Parenting Youth (Under 25),121
1/1/15,WI,WI-500,Parenting Youth Age 18-24,121
1/1/15,WI,WI-500,Parenting Youth Under 18,0
1/1/15,WI,WI-500,Sheltered Children of Parenting Youth,157
1/1/15,WI,WI-500,Sheltered Chronically Homeless,218
1/1/15,WI,WI-500,Sheltered Chronically Homeless Individuals,148
1/1/15,WI,WI-500,Sheltered Chronically Homeless People in Families,70
1/1/15,WI,WI-500,Sheltered Homeless,"3,390"
1/1/15,WI,WI-500,Sheltered Homeless Individuals,"1,382"
1/1/15,WI,WI-500,Sheltered Homeless People in Families,"2,008"
1/1/15,WI,WI-500,Sheltered Homeless Unaccompanied Children (Under 18),0
1/1/15,WI,WI-500,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),157
1/1/15,WI,WI-500,Sheltered Homeless Unaccompanied Youth (Under 25),157
1/1/15,WI,WI-500,Sheltered Homeless Veterans,243
1/1/15,WI,WI-500,Sheltered Parenting Youth (Under 25),112
1/1/15,WI,WI-500,Sheltered Parenting Youth Age 18-24,112
1/1/15,WI,WI-500,Sheltered Parenting Youth Under 18,0
1/1/15,WI,WI-500,Total Homeless,"3,597"
1/1/15,WI,WI-500,Unsheltered Children of Parenting Youth,13
1/1/15,WI,WI-500,Unsheltered Chronically Homeless,20
1/1/15,WI,WI-500,Unsheltered Chronically Homeless Individuals,17
1/1/15,WI,WI-500,Unsheltered Chronically Homeless People in Families,3
1/1/15,WI,WI-500,Unsheltered Homeless,207
1/1/15,WI,WI-500,Unsheltered Homeless Individuals,113
1/1/15,WI,WI-500,Unsheltered Homeless People in Families,94
1/1/15,WI,WI-500,Unsheltered Homeless Unaccompanied Children (Under 18),0
1/1/15,WI,WI-500,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),16
1/1/15,WI,WI-500,Unsheltered Homeless Unaccompanied Youth (Under 25),16
1/1/15,WI,WI-500,Unsheltered Homeless Veterans,3
1/1/15,WI,WI-500,Unsheltered Parenting Youth (Under 25),9
1/1/15,WI,WI-500,Unsheltered Parenting Youth Age 18-24,9
1/1/15,WI,WI-500,Unsheltered Parenting Youth Under 18,0
1/1/15,WI,WI-501,Children of Parenting Youth,81
1/1/15,WI,WI-501,Chronically Homeless,104
1/1/15,WI,WI-501,Chronically Homeless Individuals,97
1/1/15,WI,WI-501,Chronically Homeless People in Families,7
1/1/15,WI,WI-501,Homeless Individuals,939
1/1/15,WI,WI-501,Homeless People in Families,582
1/1/15,WI,WI-501,Homeless Unaccompanied Children (Under 18),33
1/1/15,WI,WI-501,Homeless Unaccompanied Young Adults (Age 18-24),95
1/1/15,WI,WI-501,Homeless Unaccompanied Youth (Under 25),128
1/1/15,WI,WI-501,Homeless Veterans,192
1/1/15,WI,WI-501,Parenting Youth (Under 25),50
1/1/15,WI,WI-501,Parenting Youth Age 18-24,50
1/1/15,WI,WI-501,Parenting Youth Under 18,0
1/1/15,WI,WI-501,Sheltered Children of Parenting Youth,80
1/1/15,WI,WI-501,Sheltered Chronically Homeless,85
1/1/15,WI,WI-501,Sheltered Chronically Homeless Individuals,78
1/1/15,WI,WI-501,Sheltered Chronically Homeless People in Families,7
1/1/15,WI,WI-501,Sheltered Homeless,"1,389"
1/1/15,WI,WI-501,Sheltered Homeless Individuals,810
1/1/15,WI,WI-501,Sheltered Homeless People in Families,579
1/1/15,WI,WI-501,Sheltered Homeless Unaccompanied Children (Under 18),25
1/1/15,WI,WI-501,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),73
1/1/15,WI,WI-501,Sheltered Homeless Unaccompanied Youth (Under 25),98
1/1/15,WI,WI-501,Sheltered Homeless Veterans,179
1/1/15,WI,WI-501,Sheltered Parenting Youth (Under 25),48
1/1/15,WI,WI-501,Sheltered Parenting Youth Age 18-24,48
1/1/15,WI,WI-501,Sheltered Parenting Youth Under 18,0
